"Town/County","FIPS","Year","Town Profile Year","Measure Type","Variable","Value"
"Bolton","0901306260",2015,2017,"Number","Housing Units Built Before 1950",313
"Bolton","0901306260",2015,2017,"Percent","Housing Units Built Before 1950",14.7
"Bolton","0901306260",2016,2018,"Number","Total Housing Units",2118
"Bolton","0901306260",2016,2018,"Number","Housing Units Built Before 1950",246
"Bolton","0901306260",2016,2018,"Percent","Housing Units Built Before 1950",11.6
"Bozrah","0901106820",2013,2016,"Number","Total Housing Units",1033
"Bozrah","0901106820",2013,2016,"Number","Housing Units Built Before 1950",207
"Bozrah","0901106820",2013,2016,"Percent","Housing Units Built Before 1950",20
"Bozrah","0901106820",2015,2017,"Number","Total Housing Units",1087
"Bozrah","0901106820",2015,2017,"Number","Housing Units Built Before 1950",215
"Bozrah","0901106820",2015,2017,"Percent","Housing Units Built Before 1950",19.8
"Bozrah","0901106820",2016,2018,"Number","Total Housing Units",1089
"Bozrah","0901106820",2016,2018,"Number","Housing Units Built Before 1950",235
"Bozrah","0901106820",2016,2018,"Percent","Housing Units Built Before 1950",21.6
"Branford","0900907310",2013,2016,"Number","Total Housing Units",13304
"Branford","0900907310",2013,2016,"Number","Housing Units Built Before 1950",3775
"Branford","0900907310",2013,2016,"Percent","Housing Units Built Before 1950",28.4
"Branford","0900907310",2015,2017,"Number","Total Housing Units",13967
"Branford","0900907310",2015,2017,"Number","Housing Units Built Before 1950",3721
"Branford","0900907310",2015,2017,"Percent","Housing Units Built Before 1950",26.6
"Branford","0900907310",2016,2018,"Number","Total Housing Units",13717
"Branford","0900907310",2016,2018,"Number","Housing Units Built Before 1950",3516
"Branford","0900907310",2016,2018,"Percent","Housing Units Built Before 1950",25.6
"Bridgeport","0900108070",2013,2016,"Number","Total Housing Units",57881
"Bridgeport","0900108070",2013,2016,"Number","Housing Units Built Before 1950",27445
"Bridgeport","0900108070",2013,2016,"Percent","Housing Units Built Before 1950",47.4
"Bridgeport","0900108070",2015,2017,"Number","Total Housing Units",57889
"Bridgeport","0900108070",2015,2017,"Number","Housing Units Built Before 1950",29517
"Bridgeport","0900108070",2015,2017,"Percent","Housing Units Built Before 1950",51
"Bridgeport","0900108070",2016,2018,"Number","Total Housing Units",57658
"Bridgeport","0900108070",2016,2018,"Number","Housing Units Built Before 1950",30266
"Bridgeport","0900108070",2016,2018,"Percent","Housing Units Built Before 1950",52.5
"Bridgewater","0900508210",2013,2016,"Number","Total Housing Units",887
"Bridgewater","0900508210",2013,2016,"Number","Housing Units Built Before 1950",284
"Bridgewater","0900508210",2013,2016,"Percent","Housing Units Built Before 1950",32
"Bridgewater","0900508210",2015,2017,"Number","Total Housing Units",886
"Bridgewater","0900508210",2015,2017,"Number","Housing Units Built Before 1950",324
"Bridgewater","0900508210",2015,2017,"Percent","Housing Units Built Before 1950",36.6
"Bridgewater","0900508210",2016,2018,"Number","Total Housing Units",892
"Bridgewater","0900508210",2016,2018,"Number","Housing Units Built Before 1950",314
"Bridgewater","0900508210",2016,2018,"Percent","Housing Units Built Before 1950",35.2
"Bristol","0900308490",2013,2016,"Number","Total Housing Units",26963
"Bristol","0900308490",2013,2016,"Number","Housing Units Built Before 1950",7911
"Bristol","0900308490",2013,2016,"Percent","Housing Units Built Before 1950",29.3
"Bristol","0900308490",2015,2017,"Number","Total Housing Units",26953
"Bristol","0900308490",2015,2017,"Number","Housing Units Built Before 1950",7677
"Bristol","0900308490",2015,2017,"Percent","Housing Units Built Before 1950",28.5
"Bristol","0900308490",2016,2018,"Number","Total Housing Units",26917
"Bristol","0900308490",2016,2018,"Number","Housing Units Built Before 1950",8139
"Bristol","0900308490",2016,2018,"Percent","Housing Units Built Before 1950",30.2
"Brookfield","0900108980",2013,2016,"Number","Total Housing Units",6490
"Brookfield","0900108980",2013,2016,"Number","Housing Units Built Before 1950",580
"Brookfield","0900108980",2013,2016,"Percent","Housing Units Built Before 1950",8.9
"Brookfield","0900108980",2015,2017,"Number","Total Housing Units",6507
"Brookfield","0900108980",2015,2017,"Number","Housing Units Built Before 1950",712
"Brookfield","0900108980",2015,2017,"Percent","Housing Units Built Before 1950",10.9
"Brookfield","0900108980",2016,2018,"Number","Total Housing Units",6593
"Brookfield","0900108980",2016,2018,"Number","Housing Units Built Before 1950",778
"Brookfield","0900108980",2016,2018,"Percent","Housing Units Built Before 1950",11.8
"Brooklyn","0901509190",2013,2016,"Number","Total Housing Units",3182
"Brooklyn","0901509190",2013,2016,"Number","Housing Units Built Before 1950",780
"Brooklyn","0901509190",2013,2016,"Percent","Housing Units Built Before 1950",24.5
"Brooklyn","0901509190",2015,2017,"Number","Total Housing Units",3160
"Brooklyn","0901509190",2015,2017,"Number","Housing Units Built Before 1950",741
"Brooklyn","0901509190",2015,2017,"Percent","Housing Units Built Before 1950",23.4
"Brooklyn","0901509190",2016,2018,"Number","Total Housing Units",3141
"Brooklyn","0901509190",2016,2018,"Number","Housing Units Built Before 1950",628
"Brooklyn","0901509190",2016,2018,"Percent","Housing Units Built Before 1950",20
"Burlington","0900310100",2013,2016,"Number","Total Housing Units",3601
"Burlington","0900310100",2013,2016,"Number","Housing Units Built Before 1950",314
"Burlington","0900310100",2013,2016,"Percent","Housing Units Built Before 1950",8.7
"Burlington","0900310100",2015,2017,"Number","Total Housing Units",3535
"Burlington","0900310100",2015,2017,"Number","Housing Units Built Before 1950",307
"Burlington","0900310100",2015,2017,"Percent","Housing Units Built Before 1950",8.7
"Burlington","0900310100",2016,2018,"Number","Total Housing Units",3529
"Burlington","0900310100",2016,2018,"Number","Housing Units Built Before 1950",385
"Burlington","0900310100",2016,2018,"Percent","Housing Units Built Before 1950",10.9
"Canaan","0900510940",2013,2016,"Number","Total Housing Units",764
"Canaan","0900510940",2013,2016,"Number","Housing Units Built Before 1950",306
"Canaan","0900510940",2013,2016,"Percent","Housing Units Built Before 1950",40.1
"Canaan","0900510940",2015,2017,"Number","Total Housing Units",746
"Canaan","0900510940",2015,2017,"Number","Housing Units Built Before 1950",293
"Canaan","0900510940",2015,2017,"Percent","Housing Units Built Before 1950",39.3
"Canaan","0900510940",2016,2018,"Number","Total Housing Units",782
"Canaan","0900510940",2016,2018,"Number","Housing Units Built Before 1950",315
"Canaan","0900510940",2016,2018,"Percent","Housing Units Built Before 1950",40.3
"Canterbury","0901512130",2013,2016,"Number","Total Housing Units",2087
"Canterbury","0901512130",2013,2016,"Number","Housing Units Built Before 1950",413
"Canterbury","0901512130",2013,2016,"Percent","Housing Units Built Before 1950",19.8
"Canterbury","0901512130",2015,2017,"Number","Total Housing Units",2026
"Canterbury","0901512130",2015,2017,"Number","Housing Units Built Before 1950",342
"Canterbury","0901512130",2015,2017,"Percent","Housing Units Built Before 1950",16.9
"Canterbury","0901512130",2016,2018,"Number","Total Housing Units",1962
"Canterbury","0901512130",2016,2018,"Number","Housing Units Built Before 1950",319
"Canterbury","0901512130",2016,2018,"Percent","Housing Units Built Before 1950",16.3
"Canton","0900312270",2013,2016,"Number","Total Housing Units",4280
"Canton","0900312270",2013,2016,"Number","Housing Units Built Before 1950",1170
"Canton","0900312270",2013,2016,"Percent","Housing Units Built Before 1950",27.3
"Canton","0900312270",2015,2017,"Number","Total Housing Units",4321
"Canton","0900312270",2015,2017,"Number","Housing Units Built Before 1950",1192
"Canton","0900312270",2015,2017,"Percent","Housing Units Built Before 1950",27.6
"Canton","0900312270",2016,2018,"Number","Total Housing Units",4340
"Canton","0900312270",2016,2018,"Number","Housing Units Built Before 1950",1053
"Canton","0900312270",2016,2018,"Percent","Housing Units Built Before 1950",24.3
"Chaplin","0901513810",2013,2016,"Number","Total Housing Units",972
"Chaplin","0901513810",2013,2016,"Number","Housing Units Built Before 1950",328
"Chaplin","0901513810",2013,2016,"Percent","Housing Units Built Before 1950",33.7
"Chaplin","0901513810",2015,2017,"Number","Total Housing Units",938
"Chaplin","0901513810",2015,2017,"Number","Housing Units Built Before 1950",281
"Chaplin","0901513810",2015,2017,"Percent","Housing Units Built Before 1950",30
"Chaplin","0901513810",2016,2018,"Number","Total Housing Units",961
"Chaplin","0901513810",2016,2018,"Number","Housing Units Built Before 1950",250
"Chaplin","0901513810",2016,2018,"Percent","Housing Units Built Before 1950",26
"Cheshire","0900914160",2013,2016,"Number","Total Housing Units",10149
"Cheshire","0900914160",2013,2016,"Number","Housing Units Built Before 1950",1464
"Cheshire","0900914160",2013,2016,"Percent","Housing Units Built Before 1950",14.4
"Cheshire","0900914160",2015,2017,"Number","Total Housing Units",10413
"Cheshire","0900914160",2015,2017,"Number","Housing Units Built Before 1950",1418
"Cheshire","0900914160",2015,2017,"Percent","Housing Units Built Before 1950",13.6
"Cheshire","0900914160",2016,2018,"Number","Total Housing Units",10623
"Cheshire","0900914160",2016,2018,"Number","Housing Units Built Before 1950",1462
"Cheshire","0900914160",2016,2018,"Percent","Housing Units Built Before 1950",13.8
"Chester","0900714300",2013,2016,"Number","Total Housing Units",2049
"Chester","0900714300",2013,2016,"Number","Housing Units Built Before 1950",790
"Chester","0900714300",2013,2016,"Percent","Housing Units Built Before 1950",38.6
"Chester","0900714300",2015,2017,"Number","Total Housing Units",2091
"Chester","0900714300",2015,2017,"Number","Housing Units Built Before 1950",779
"Chester","0900714300",2015,2017,"Percent","Housing Units Built Before 1950",37.3
"Chester","0900714300",2016,2018,"Number","Total Housing Units",2147
"Chester","0900714300",2016,2018,"Number","Housing Units Built Before 1950",742
"Chester","0900714300",2016,2018,"Percent","Housing Units Built Before 1950",34.6
"Clinton","0900715350",2013,2016,"Number","Total Housing Units",6049
"Clinton","0900715350",2013,2016,"Number","Housing Units Built Before 1950",1242
"Clinton","0900715350",2013,2016,"Percent","Housing Units Built Before 1950",20.5
"Clinton","0900715350",2015,2017,"Number","Total Housing Units",6157
"Clinton","0900715350",2015,2017,"Number","Housing Units Built Before 1950",1267
"Clinton","0900715350",2015,2017,"Percent","Housing Units Built Before 1950",20.6
"Clinton","0900715350",2016,2018,"Number","Total Housing Units",6091
"Clinton","0900715350",2016,2018,"Number","Housing Units Built Before 1950",1325
"Clinton","0900715350",2016,2018,"Percent","Housing Units Built Before 1950",21.8
"Colchester","0901115910",2013,2016,"Number","Total Housing Units",6218
"Colchester","0901115910",2013,2016,"Number","Housing Units Built Before 1950",852
"Colchester","0901115910",2013,2016,"Percent","Housing Units Built Before 1950",13.7
"Colchester","0901115910",2015,2017,"Number","Total Housing Units",6209
"Colchester","0901115910",2015,2017,"Number","Housing Units Built Before 1950",705
"Colchester","0901115910",2015,2017,"Percent","Housing Units Built Before 1950",11.4
"Colchester","0901115910",2016,2018,"Number","Total Housing Units",6364
"Colchester","0901115910",2016,2018,"Number","Housing Units Built Before 1950",617
"Colchester","0901115910",2016,2018,"Percent","Housing Units Built Before 1950",9.7
"Colebrook","0900516050",2013,2016,"Number","Total Housing Units",727
"Colebrook","0900516050",2013,2016,"Number","Housing Units Built Before 1950",245
"Colebrook","0900516050",2013,2016,"Percent","Housing Units Built Before 1950",33.7
"Colebrook","0900516050",2015,2017,"Number","Total Housing Units",801
"Colebrook","0900516050",2015,2017,"Number","Housing Units Built Before 1950",284
"Colebrook","0900516050",2015,2017,"Percent","Housing Units Built Before 1950",35.5
"Colebrook","0900516050",2016,2018,"Number","Total Housing Units",829
"Colebrook","0900516050",2016,2018,"Number","Housing Units Built Before 1950",325
"Colebrook","0900516050",2016,2018,"Percent","Housing Units Built Before 1950",39.2
"Columbia","0901316400",2013,2016,"Number","Total Housing Units",2276
"Columbia","0901316400",2013,2016,"Number","Housing Units Built Before 1950",431
"Columbia","0901316400",2013,2016,"Percent","Housing Units Built Before 1950",18.9
"Columbia","0901316400",2015,2017,"Number","Total Housing Units",2159
"Columbia","0901316400",2015,2017,"Number","Housing Units Built Before 1950",414
"Columbia","0901316400",2015,2017,"Percent","Housing Units Built Before 1950",19.2
"Columbia","0901316400",2016,2018,"Number","Total Housing Units",2199
"Columbia","0901316400",2016,2018,"Number","Housing Units Built Before 1950",362
"Columbia","0901316400",2016,2018,"Percent","Housing Units Built Before 1950",16.5
"Connecticut","09",2013,2016,"Number","Total Housing Units",1486995
"Connecticut","09",2013,2016,"Number","Housing Units Built Before 1950",442329
"Connecticut","09",2013,2016,"Percent","Housing Units Built Before 1950",29.7
"Connecticut","09",2015,2017,"Number","Total Housing Units",1491786
"Connecticut","09",2015,2017,"Number","Housing Units Built Before 1950",437082
"Connecticut","09",2015,2017,"Percent","Housing Units Built Before 1950",29.3
"Connecticut","09",2016,2018,"Number","Total Housing Units",1493798
"Connecticut","09",2016,2018,"Number","Housing Units Built Before 1950",439768
"Connecticut","09",2016,2018,"Percent","Housing Units Built Before 1950",29.4
"Cornwall","0900517240",2013,2016,"Number","Total Housing Units",984
"Cornwall","0900517240",2013,2016,"Number","Housing Units Built Before 1950",465
"Cornwall","0900517240",2013,2016,"Percent","Housing Units Built Before 1950",47.3
"Cornwall","0900517240",2015,2017,"Number","Total Housing Units",1020
"Cornwall","0900517240",2015,2017,"Number","Housing Units Built Before 1950",489
"Cornwall","0900517240",2015,2017,"Percent","Housing Units Built Before 1950",47.9
"Cornwall","0900517240",2016,2018,"Number","Total Housing Units",1043
"Cornwall","0900517240",2016,2018,"Number","Housing Units Built Before 1950",483
"Cornwall","0900517240",2016,2018,"Percent","Housing Units Built Before 1950",46.3
"Coventry","0901317800",2013,2016,"Number","Total Housing Units",5062
"Coventry","0901317800",2013,2016,"Number","Housing Units Built Before 1950",1335
"Coventry","0901317800",2013,2016,"Percent","Housing Units Built Before 1950",26.4
"Coventry","0901317800",2015,2017,"Number","Total Housing Units",4965
"Coventry","0901317800",2015,2017,"Number","Housing Units Built Before 1950",1330
"Coventry","0901317800",2015,2017,"Percent","Housing Units Built Before 1950",26.8
"Coventry","0901317800",2016,2018,"Number","Total Housing Units",5082
"Coventry","0901317800",2016,2018,"Number","Housing Units Built Before 1950",1391
"Coventry","0901317800",2016,2018,"Percent","Housing Units Built Before 1950",27.4
"Cromwell","0900718080",2013,2016,"Number","Total Housing Units",5751
"Cromwell","0900718080",2013,2016,"Number","Housing Units Built Before 1950",1071
"Cromwell","0900718080",2013,2016,"Percent","Housing Units Built Before 1950",18.6
"Cromwell","0900718080",2015,2017,"Number","Total Housing Units",5846
"Cromwell","0900718080",2015,2017,"Number","Housing Units Built Before 1950",1086
"Cromwell","0900718080",2015,2017,"Percent","Housing Units Built Before 1950",18.6
"Cromwell","0900718080",2016,2018,"Number","Total Housing Units",6051
"Cromwell","0900718080",2016,2018,"Number","Housing Units Built Before 1950",1195
"Cromwell","0900718080",2016,2018,"Percent","Housing Units Built Before 1950",19.7
"Danbury","0900118500",2013,2016,"Number","Total Housing Units",32480
"Danbury","0900118500",2013,2016,"Number","Housing Units Built Before 1950",8689
"Danbury","0900118500",2013,2016,"Percent","Housing Units Built Before 1950",26.8
"Danbury","0900118500",2015,2017,"Number","Total Housing Units",31716
"Danbury","0900118500",2015,2017,"Number","Housing Units Built Before 1950",8313
"Danbury","0900118500",2015,2017,"Percent","Housing Units Built Before 1950",26.2
"Danbury","0900118500",2016,2018,"Number","Total Housing Units",32313
"Danbury","0900118500",2016,2018,"Number","Housing Units Built Before 1950",8035
"Danbury","0900118500",2016,2018,"Percent","Housing Units Built Before 1950",24.9
"Darien","0900118850",2013,2016,"Number","Total Housing Units",6917
"Darien","0900118850",2013,2016,"Number","Housing Units Built Before 1950",2503
"Darien","0900118850",2013,2016,"Percent","Housing Units Built Before 1950",36.2
"Darien","0900118850",2015,2017,"Number","Total Housing Units",6940
"Darien","0900118850",2015,2017,"Number","Housing Units Built Before 1950",2628
"Darien","0900118850",2015,2017,"Percent","Housing Units Built Before 1950",37.9
"Darien","0900118850",2016,2018,"Number","Total Housing Units",6952
"Darien","0900118850",2016,2018,"Number","Housing Units Built Before 1950",2596
"Darien","0900118850",2016,2018,"Percent","Housing Units Built Before 1950",37.3
"Deep River","0900719130",2013,2016,"Number","Total Housing Units",2213
"Deep River","0900719130",2013,2016,"Number","Housing Units Built Before 1950",990
"Deep River","0900719130",2013,2016,"Percent","Housing Units Built Before 1950",44.7
"Deep River","0900719130",2015,2017,"Number","Total Housing Units",2169
"Deep River","0900719130",2015,2017,"Number","Housing Units Built Before 1950",907
"Deep River","0900719130",2015,2017,"Percent","Housing Units Built Before 1950",41.8
"Deep River","0900719130",2016,2018,"Number","Total Housing Units",2094
"Deep River","0900719130",2016,2018,"Number","Housing Units Built Before 1950",873
"Deep River","0900719130",2016,2018,"Percent","Housing Units Built Before 1950",41.7
"Derby","0900919550",2013,2016,"Number","Total Housing Units",5721
"Derby","0900919550",2013,2016,"Number","Housing Units Built Before 1950",2296
"Derby","0900919550",2013,2016,"Percent","Housing Units Built Before 1950",40.1
"Derby","0900919550",2015,2017,"Number","Total Housing Units",5429
"Derby","0900919550",2015,2017,"Number","Housing Units Built Before 1950",2041
"Derby","0900919550",2015,2017,"Percent","Housing Units Built Before 1950",37.6
"Derby","0900919550",2016,2018,"Number","Total Housing Units",5479
"Derby","0900919550",2016,2018,"Number","Housing Units Built Before 1950",1934
"Derby","0900919550",2016,2018,"Percent","Housing Units Built Before 1950",35.3
"Durham","0900720810",2013,2016,"Number","Total Housing Units",2674
"Durham","0900720810",2013,2016,"Number","Housing Units Built Before 1950",482
"Durham","0900720810",2013,2016,"Percent","Housing Units Built Before 1950",18
"Durham","0900720810",2015,2017,"Number","Total Housing Units",2692
"Durham","0900720810",2015,2017,"Number","Housing Units Built Before 1950",643
"Durham","0900720810",2015,2017,"Percent","Housing Units Built Before 1950",23.9
"Durham","0900720810",2016,2018,"Number","Total Housing Units",2837
"Durham","0900720810",2016,2018,"Number","Housing Units Built Before 1950",618
"Durham","0900720810",2016,2018,"Percent","Housing Units Built Before 1950",21.8
"Eastford","0901521860",2013,2016,"Number","Total Housing Units",777
"Eastford","0901521860",2013,2016,"Number","Housing Units Built Before 1950",197
"Eastford","0901521860",2013,2016,"Percent","Housing Units Built Before 1950",25.4
"Eastford","0901521860",2015,2017,"Number","Total Housing Units",783
"Eastford","0901521860",2015,2017,"Number","Housing Units Built Before 1950",176
"Eastford","0901521860",2015,2017,"Percent","Housing Units Built Before 1950",22.5
"Eastford","0901521860",2016,2018,"Number","Total Housing Units",788
"Eastford","0901521860",2016,2018,"Number","Housing Units Built Before 1950",185
"Eastford","0901521860",2016,2018,"Percent","Housing Units Built Before 1950",23.5
"East Granby","0900322070",2013,2016,"Number","Total Housing Units",2187
"East Granby","0900322070",2013,2016,"Number","Housing Units Built Before 1950",263
"East Granby","0900322070",2013,2016,"Percent","Housing Units Built Before 1950",12
"East Granby","0900322070",2015,2017,"Number","Total Housing Units",2198
"East Granby","0900322070",2015,2017,"Number","Housing Units Built Before 1950",194
"East Granby","0900322070",2015,2017,"Percent","Housing Units Built Before 1950",8.8
"East Granby","0900322070",2016,2018,"Number","Total Housing Units",2146
"East Granby","0900322070",2016,2018,"Number","Housing Units Built Before 1950",180
"East Granby","0900322070",2016,2018,"Percent","Housing Units Built Before 1950",8.4
"East Haddam","0900722280",2013,2016,"Number","Total Housing Units",4633
"East Haddam","0900722280",2013,2016,"Number","Housing Units Built Before 1950",974
"East Haddam","0900722280",2013,2016,"Percent","Housing Units Built Before 1950",21
"East Haddam","0900722280",2015,2017,"Number","Total Housing Units",4538
"East Haddam","0900722280",2015,2017,"Number","Housing Units Built Before 1950",971
"East Haddam","0900722280",2015,2017,"Percent","Housing Units Built Before 1950",21.4
"East Haddam","0900722280",2016,2018,"Number","Total Housing Units",4533
"East Haddam","0900722280",2016,2018,"Number","Housing Units Built Before 1950",993
"East Haddam","0900722280",2016,2018,"Percent","Housing Units Built Before 1950",21.9
"East Hampton","0900722490",2013,2016,"Number","Total Housing Units",5457
"East Hampton","0900722490",2013,2016,"Number","Housing Units Built Before 1950",1216
"East Hampton","0900722490",2013,2016,"Percent","Housing Units Built Before 1950",22.3
"East Hampton","0900722490",2015,2017,"Number","Total Housing Units",5570
"East Hampton","0900722490",2015,2017,"Number","Housing Units Built Before 1950",1471
"East Hampton","0900722490",2015,2017,"Percent","Housing Units Built Before 1950",26.4
"East Hampton","0900722490",2016,2018,"Number","Total Housing Units",5469
"East Hampton","0900722490",2016,2018,"Number","Housing Units Built Before 1950",1551
